sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
s0146	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01187	s0146-20N01187-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01187/s20N01187_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01187/s20N01187_2.fq.gz	1282063.24	1348156.74
s0147	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01189	s0147-20N01189-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01189/s20N01189_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01189/s20N01189_2.fq.gz	1360332.446	1412713.569
s0148	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01190	s0148-20N01190-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01190/s20N01190_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01190/s20N01190_2.fq.gz	1492191.774	1583203.747
s0149	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01191	s0149-20N01191-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01191_S207_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01191_S207_L001_R2_001.fastq.gz	374954.914	368391.32
s0149	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01191	s0149-20N01191-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01191_S207_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01191_S207_L002_R2_001.fastq.gz	372989.384	366300.386
s0150	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01193	s0150-20N01193-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01193/s20N01193_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01193/s20N01193_2.fq.gz	1369368.313	1412100.818
s0151	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01200	s0151-20N01200-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01200/s20N01200_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01200/s20N01200_2.fq.gz	1402478.689	1468915.227
s0152	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01202	s0152-20N01202-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01202/s20N01202_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01202/s20N01202_2.fq.gz	1480961.958	1545396.306
s0153	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01203	s0153-20N01203-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01203/s20N01203_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01203/s20N01203_2.fq.gz	1482708.783	1499923.454
s0154	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01204	s0154-20N01204-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01204/s20N01204_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01204/s20N01204_2.fq.gz	1387199.311	1442363.637
s0155	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01205	s0155-20N01205-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01205/s20N01205_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01205/s20N01205_2.fq.gz	1471546.678	1522772.768
s0156	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01206	s0156-20N01206-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01206/s20N01206_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01206/s20N01206_2.fq.gz	1520012.419	1586066.967
s0157	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01207	s0157-20N01207-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01207_S206_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01207_S206_L001_R2_001.fastq.gz	367916.635	351278.615
s0157	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01207	s0157-20N01207-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01207_S206_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01207_S206_L002_R2_001.fastq.gz	368668.215	351777.742
s0158	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01280	s0158-20N01280-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01280_S184_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01280_S184_L001_R2_001.fastq.gz	1390613.559	1506313.646
s0158	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01280	s0158-20N01280-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01280_S184_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01280_S184_L002_R2_001.fastq.gz	1417961.885	1538965.817
s0159	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01293	s0159-20N01293-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01293_S168_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01293_S168_L001_R2_001.fastq.gz	272399.31	289536.206
s0159	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01293	s0159-20N01293-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01293_S168_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01293_S168_L002_R2_001.fastq.gz	276826.3	294636.499
s0160	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01297	s0160-20N01297-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01297_S154_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01297_S154_L001_R2_001.fastq.gz	371571.12	386126.941
s0160	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01297	s0160-20N01297-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01297_S154_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01297_S154_L002_R2_001.fastq.gz	376378.921	391499.789
s0161	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01303	s0161-20N01303-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01303_S172_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01303_S172_L001_R2_001.fastq.gz	240544.028	246699.538
s0161	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01303	s0161-20N01303-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01303_S172_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01303_S172_L002_R2_001.fastq.gz	235745.166	241767.592
s0162	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01306	s0162-20N01306-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01306_S160_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01306_S160_L001_R2_001.fastq.gz	398988.482	425694.92
s0162	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01306	s0162-20N01306-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01306_S160_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01306_S160_L002_R2_001.fastq.gz	401952.511	429543.113
s0163	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01308	s0163-20N01308-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01308_S179_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01308_S179_L001_R2_001.fastq.gz	370309.326	397807.416
s0163	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01308	s0163-20N01308-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01308_S179_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01308_S179_L002_R2_001.fastq.gz	375831.35	404652.856
s0164	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01316	s0164-20N01316-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01316_S153_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01316_S153_L001_R2_001.fastq.gz	424727.759	454109.618
s0164	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01316	s0164-20N01316-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01316_S153_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01316_S153_L002_R2_001.fastq.gz	430404.742	460961.706
s0165	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01328	s0165-20N01328-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01328_S177_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01328_S177_L001_R2_001.fastq.gz	349083.517	369170.876
s0165	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01328	s0165-20N01328-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01328_S177_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01328_S177_L002_R2_001.fastq.gz	350147.596	370879.069
s0166	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01336	s0166-20N01336-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01336_S173_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01336_S173_L001_R2_001.fastq.gz	390706.941	412267.689
s0166	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01336	s0166-20N01336-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01336_S173_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01336_S173_L002_R2_001.fastq.gz	395187.513	417497.46
s0167	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N01349	s0167-20N01349-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01349_S155_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01349_S155_L001_R2_001.fastq.gz	595578.449	632102.22
s0167	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N01349	s0167-20N01349-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01349_S155_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N01349_S155_L002_R2_001.fastq.gz	605036.291	642891.783
s0168	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01365	s0168-20N01365-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01365/s20N01365_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01365/s20N01365_2.fq.gz	1236847.152	1309772.102
s0169	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01387	s0169-20N01387-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01387/s20N01387_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01387/s20N01387_2.fq.gz	1222199.584	1276723.581
s0170	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01397	s0170-20N01397-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01397/s20N01397_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01397/s20N01397_2.fq.gz	1430782.271	1480905.304
s0171	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01410	s0171-20N01410-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01410/s20N01410_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01410/s20N01410_2.fq.gz	1397114.648	1484145.351
s0172	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01418	s0172-20N01418-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01418/s20N01418_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01418/s20N01418_2.fq.gz	1404430.052	1481602.28
s0173	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01428	s0173-20N01428-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01428/s20N01428_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01428/s20N01428_2.fq.gz	1314343.523	1381285.397
s0174	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01451	s0174-20N01451-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01451/s20N01451_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01451/s20N01451_2.fq.gz	1386183.265	1394374.523
s0175	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01452	s0175-20N01452-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01452/s20N01452_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01452/s20N01452_2.fq.gz	1400316.645	1401721.798
s0176	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01456	s0176-20N01456-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01456/s20N01456_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01456/s20N01456_2.fq.gz	1601643.946	1644484.721
s0177	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01470	s0177-20N01470-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01470/s20N01470_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01470/s20N01470_2.fq.gz	1231004.373	1303767.404
s0178	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01474	s0178-20N01474-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01474/s20N01474_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01474/s20N01474_2.fq.gz	1276986.173	1339832.784
s0179	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01475	s0179-20N01475-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01475/s20N01475_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01475/s20N01475_2.fq.gz	1251505.833	1323133.206
s0180	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01478	s0180-20N01478-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01478/s20N01478_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01478/s20N01478_2.fq.gz	1463330.823	1548668.02
s0181	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01480	s0181-20N01480-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01480/s20N01480_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01480/s20N01480_2.fq.gz	1325544.872	1351615.134
s0182	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01482	s0182-20N01482-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01482/s20N01482_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01482/s20N01482_2.fq.gz	1259811.437	1325539.988
s0183	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01483	s0183-20N01483-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01483/s20N01483_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01483/s20N01483_2.fq.gz	1270726.196	1324136.769
s0184	1	Plate1	HY3LMDSX2	ILLUMINA	3	20N01485	s0184-20N01485-Plate1	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01485/s20N01485_1.fq.gz	data/YEWA_transfer/YEWA_LCWG_Plate1_11032021/raw_data/s20N01485/s20N01485_2.fq.gz	1472371.542	1547329.319
s0185	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02464	s0185-20N02464-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02464_S54_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02464_S54_L001_R2_001.fastq.gz	144643.082	152892.186
s0185	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02464	s0185-20N02464-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02464_S54_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02464_S54_L002_R2_001.fastq.gz	146712.397	155304.041
s0185	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02464	s0185-20N02464-Plate3	data/YEWA_redo_Novoseq_01032023/20N02464_S255_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02464_S255_L003_R2_001.fastq.gz	1189777.094	1238049.546
s0186	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02465	s0186-20N02465-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02465_S55_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02465_S55_L001_R2_001.fastq.gz	121005.535	115748.215
s0186	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02465	s0186-20N02465-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02465_S55_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02465_S55_L002_R2_001.fastq.gz	121580.998	116313.88
s0186	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02465	s0186-20N02465-Plate3	data/YEWA_redo_Novoseq_01032023/20N02465_S256_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02465_S256_L003_R2_001.fastq.gz	1293992.53	1351119.656
s0187	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02468	s0187-20N02468-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02468_S61_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02468_S61_L001_R2_001.fastq.gz	116717.4	121182.515
s0187	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02468	s0187-20N02468-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02468_S61_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02468_S61_L002_R2_001.fastq.gz	118379.661	122893.238
s0187	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02468	s0187-20N02468-Plate3	data/YEWA_redo_Novoseq_01032023/20N02468_S262_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02468_S262_L003_R2_001.fastq.gz	1149587.227	1221871.78
s0188	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02469	s0188-20N02469-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02469_S56_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02469_S56_L001_R2_001.fastq.gz	104784.31	105392.948
s0188	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02469	s0188-20N02469-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02469_S56_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02469_S56_L002_R2_001.fastq.gz	105825.837	106443.355
s0188	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02469	s0188-20N02469-Plate3	data/YEWA_redo_Novoseq_01032023/20N02469_S257_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02469_S257_L003_R2_001.fastq.gz	1398242.266	1463062.235
s0189	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02470	s0189-20N02470-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02470_S57_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02470_S57_L001_R2_001.fastq.gz	113521.593	122282.691
s0189	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02470	s0189-20N02470-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02470_S57_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02470_S57_L002_R2_001.fastq.gz	115028.428	124117.924
s0189	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02470	s0189-20N02470-Plate3	data/YEWA_redo_Novoseq_01032023/20N02470_S258_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02470_S258_L003_R2_001.fastq.gz	1450564.791	1520123.682
s0190	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02471	s0190-20N02471-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02471_S58_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02471_S58_L001_R2_001.fastq.gz	118663.66	123491.669
s0190	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02471	s0190-20N02471-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02471_S58_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02471_S58_L002_R2_001.fastq.gz	120197.761	125077.744
s0190	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02471	s0190-20N02471-Plate3	data/YEWA_redo_Novoseq_01032023/20N02471_S259_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02471_S259_L003_R2_001.fastq.gz	1331725.456	1391358.473
s0191	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02472	s0191-20N02472-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02472_S59_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02472_S59_L001_R2_001.fastq.gz	145368.258	155320.542
s0191	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02472	s0191-20N02472-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02472_S59_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02472_S59_L002_R2_001.fastq.gz	147554.656	157796.566
s0191	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02472	s0191-20N02472-Plate3	data/YEWA_redo_Novoseq_01032023/20N02472_S260_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02472_S260_L003_R2_001.fastq.gz	1366653.442	1439227.901
s0192	1	Plate2	H5M7NDRX2	ILLUMINA	1	20N02473	s0192-20N02473-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02473_S60_L001_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02473_S60_L001_R2_001.fastq.gz	140024.782	138654.974
s0192	2	Plate2	H5M7NDRX2	ILLUMINA	2	20N02473	s0192-20N02473-Plate2	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02473_S60_L002_R1_001.fastq.gz	data/YEWA_transfer/YEWA_LCWG_Plate2_03212022_03312022/Rayne_7572_220328A7/20N02473_S60_L002_R2_001.fastq.gz	140982.956	139445.517
s0192	3	Plate3	HJWC3DSX5	ILLUMINA	3	20N02473	s0192-20N02473-Plate3	data/YEWA_redo_Novoseq_01032023/20N02473_S261_L003_R1_001.fastq.gz	data/YEWA_redo_Novoseq_01032023/20N02473_S261_L003_R2_001.fastq.gz	1390316.472	1464307.298
