path	kb
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D02_S122_R1_001.fastq.gz	1171902.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D02_S122_R2_001.fastq.gz	1369203.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D03_S123_R1_001.fastq.gz	1213362.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D03_S123_R2_001.fastq.gz	1423926.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D04_S124_R1_001.fastq.gz	1018482.9
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D04_S124_R2_001.fastq.gz	1189245.3
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D05_S125_R1_001.fastq.gz	1466611.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D05_S125_R2_001.fastq.gz	1715623.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D06_S126_R1_001.fastq.gz	1645063.2
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D06_S126_R2_001.fastq.gz	1932021.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D07_S127_R1_001.fastq.gz	1605086.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D07_S127_R2_001.fastq.gz	1863399.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D08_S128_R1_001.fastq.gz	2252638.0
data/chinook_WGS_Berkeley_raw/DPCh_plate2_D08_S128_R2_001.fastq.gz	2612522.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E01_S129_R1_001.fastq.gz	1262826.0
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E01_S129_R2_001.fastq.gz	1481910.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E02_S130_R1_001.fastq.gz	1191926.5
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E02_S130_R2_001.fastq.gz	1415270.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E03_S131_R1_001.fastq.gz	1228776.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E03_S131_R2_001.fastq.gz	1441405.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E04_S132_R1_001.fastq.gz	1359655.7
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E04_S132_R2_001.fastq.gz	1590236.6
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E05_S133_R1_001.fastq.gz	1368139.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E05_S133_R2_001.fastq.gz	1447467.5
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E06_S134_R1_001.fastq.gz	1723824.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E06_S134_R2_001.fastq.gz	2058691.1
data/chinook_WGS_Berkeley_raw/DPCh_plate2_E07_S135_R1_001.fastq.gz	1324697.6
